
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
29,Rolando Blackman,SG,31,DAL,80,2965,16.6,.545,.087,.248,2.4,7.4,4.9,16.8,1.2,0.4,9.8,24.2,,4.4,1.0,5.5,.089,,1.5,-2.1,-0.6,1.1
30,Lance Blanks,SG,24,DET,38,214,7.5,.476,.262,.230,2.1,8.6,5.3,17.7,2.2,0.6,21.1,17.5,,-0.2,0.3,0.1,.027,,-3.6,0.1,-3.5,-0.1
31,Mookie Blaylock,PG,23,NJN,72,2585,13.1,.455,.088,.169,2.6,7.7,5.1,25.5,3.2,0.9,15.6,20.6,,-0.7,2.9,2.1,.040,,-1.2,0.7,-0.5,1.0
32,Muggsy Bogues,PG,26,CHH,81,2299,15.4,.497,.023,.206,2.8,8.1,5.4,40.2,2.9,0.1,17.4,12.8,,3.1,1.7,4.8,.100,,0.0,-1.0,-1.0,0.6
33,Manute Bol,C,28,PHI,82,1522,8.4,.426,.085,.250,5.0,20.5,12.9,1.7,0.5,9.6,25.7,7.0,,-1.3,2.6,1.3,.042,,-6.6,5.4,-1.2,0.3
34,Anthony Bonner,PF,22,SAC,34,750,12.2,.474,.000,.330,8.7,15.8,12.2,10.1,2.6,0.4,13.5,17.7,,-0.2,0.8,0.7,.044,,-2.7,0.7,-2.0,0.0
35,Sam Bowie,C,29,NJN,62,1916,14.1,.486,.030,.320,9.3,17.3,13.1,11.4,1.1,2.8,14.6,20.3,,0.4,2.2,2.6,.066,,-1.8,1.2,-0.6,0.7
36,Randy Breuer,C,30,MIN,73,1505,11.4,.457,.000,.182,8.3,19.1,13.3,7.0,1.2,3.4,12.8,15.4,,-0.3,1.3,1.0,.031,,-3.9,0.7,-3.1,-0.4
37,Frank Brickowski,PF,31,MIL,75,1912,16.4,.578,.003,.351,7.9,18.9,13.3,10.6,2.2,1.4,16.4,21.9,,2.2,2.6,4.7,.119,,-0.2,0.9,0.6,1.3
38,Scott Brooks,PG,25,MIN,80,980,16.9,.528,.365,.195,3.1,5.6,4.3,31.6,2.8,0.3,11.3,19.9,,2.1,0.5,2.6,.127,,2.6,-3.3,-0.8,0.3
39,Chucky Brown,SF,22,CLE,74,1485,12.0,.555,.008,.287,6.1,10.5,8.3,8.4,0.9,1.0,14.3,19.4,,0.7,0.9,1.6,.052,,-2.0,-1.5,-3.4,-0.5
40,Dee Brown,PG,22,BOS,82,1945,13.2,.523,.056,.257,2.5,7.4,5.2,22.5,2.1,0.4,16.7,17.7,,1.8,1.8,3.5,.087,,-0.6,-0.7,-1.3,0.3
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
41,Mike Brown,C,27,UTA,82,1391,9.6,.538,.000,.627,9.9,18.1,14.3,4.9,1.1,1.1,18.5,14.2,,0.5,1.9,2.4,.083,,-3.0,0.9,-2.1,0.0
42,Tony Brown,SG-SF,30,TOT,30,294,5.9,.460,.150,.288,10.3,7.2,8.6,7.6,0.7,0.0,15.1,16.0,,-0.1,0.2,0.2,.026,,-2.8,-1.3,-4.2,-0.2
43,Mark Bryant,PF,25,POR,53,781,11.2,.550,.005,.498,9.3,17.5,13.5,4.5,0.9,0.9,11.8,14.6,,1.0,1.1,2.1,.129,,-1.8,-0.1,-1.9,0.0
44,Jud Buechler,SF,22,NJN,74,859,10.0,.455,.018,.292,7.2,10.2,8.6,8.2,1.9,1.0,9.3,13.1,,0.4,0.8,1.2,.065,,-3.1,0.2,-2.9,-0.2
45,Matt Bullard,PF,23,HOU,18,63,17.2,.507,.097,.548,10.2,13.4,11.8,5.0,2.3,0.0,7.2,27.1,,0.1,0.1,0.2,.147,,-1.1,-3.0,-4.1,0.0
46,Willie Burton,SF,22,MIA,76,1928,11.5,.507,.039,.379,6.3,8.9,7.6,8.5,1.8,0.8,13.8,22.1,,0.5,1.6,2.1,.052,,-2.0,-0.8,-2.8,-0.4
47,Greg Butler,C,24,LAC,9,37,3.2,.323,.000,.316,22.9,23.7,23.3,3.7,0.0,0.0,15.6,28.1,,-0.1,0.0,-0.1,-0.131,,-9.2,-5.6,-14.9,-0.1
48,Michael Cage,C,29,SEA,82,2141,12.0,.528,.007,.252,9.8,21.6,15.6,5.4,2.0,1.8,14.4,11.3,,1.7,2.7,4.3,.097,,-1.0,2.0,1.0,1.6
49,Adrian Caldwell,PF,24,HOU,42,343,8.6,.426,.012,.205,13.4,17.6,15.5,3.1,2.7,1.7,24.9,14.4,,-0.5,0.7,0.1,.021,,-5.8,1.9,-3.8,-0.2
50,Rick Calloway,SG,24,SAC,64,678,6.6,.452,.010,.411,4.1,9.1,6.5,13.4,1.6,0.7,18.4,17.9,,-0.8,0.4,-0.3,-0.025,,-5.6,-1.2,-6.8,-0.8
51,Elden Campbell,PF,22,LAL,52,380,14.5,.498,.000,.398,12.8,16.4,14.7,3.8,1.5,5.9,10.0,18.4,,0.4,0.7,1.1,.135,,-2.6,1.9,-0.7,0.1
52,Tony Campbell,SG,28,MIN,77,2893,16.6,.494,.041,.297,6.1,7.9,6.9,12.4,2.2,1.1,10.1,28.1,,2.3,1.4,3.7,.062,,0.7,-1.6,-0.9,0.8
53,Antoine Carr,PF,29,SAC,77,2527,18.3,.554,.002,.317,7.1,11.9,9.4,14.1,0.9,2.5,10.9,27.2,,3.6,1.8,5.4,.103,,1.5,-0.8,0.7,1.7
54,Joe Barry Carroll,C,32,PHO,11,96,8.6,.448,.000,.333,3.6,22.8,13.7,14.9,0.5,4.8,22.5,22.6,,-0.2,0.2,0.0,-0.014,,-7.1,1.9,-5.2,-0.1
55,Bill Cartwright,C,33,CHI,79,2273,11.5,.522,.000,.274,8.8,16.3,12.6,7.1,0.7,0.4,13.4,15.8,,1.9,2.3,4.2,.089,,-1.2,-0.3,-1.6,0.2
56,Terry Catledge,PF,27,ORL,51,1459,14.5,.500,.008,.408,12.2,14.4,13.3,6.3,1.1,0.4,12.6,23.8,,0.6,0.9,1.6,.051,,-0.9,-1.6,-2.5,-0.2
57,Duane Causwell,C,22,SAC,76,1719,13.0,.541,.000,.400,9.1,16.9,12.9,6.1,1.4,5.5,16.5,14.8,,0.6,2.2,2.8,.079,,-3.0,2.8,-0.2,0.8
58,Cedric Ceballos,SF,21,PHO,63,730,17.8,.527,.014,.396,12.1,10.4,11.2,7.7,1.4,0.4,12.3,31.3,,0.6,0.7,1.3,.085,,-0.5,-3.5,-4.0,-0.4
59,Tom Chambers,PF,31,PHO,76,2475,16.2,.513,.057,.361,4.8,16.2,10.8,11.5,1.2,1.2,10.7,27.2,,2.4,3.0,5.4,.105,,-0.6,-0.5,-1.1,0.6
60,Rex Chapman,PG,23,CHH,70,2100,15.1,.527,.161,.306,2.4,8.2,5.2,18.8,1.7,0.5,11.1,23.9,,2.0,1.0,3.0,.069,,1.1,-1.6,-0.5,0.8
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
61,Maurice Cheeks,PG,34,NYK,76,2147,14.2,.548,.041,.267,1.2,7.9,4.6,28.3,3.0,0.3,16.7,13.2,,2.8,2.4,5.2,.117,,-0.3,0.3,0.0,1.1
62,Derrick Chievous,SF,23,CLE,18,110,6.5,.405,.000,.348,11.6,7.4,9.5,2.7,1.4,0.5,10.2,23.4,,-0.2,0.1,-0.1,-0.049,,-6.0,-4.1,-10.1,-0.2
63,Richard Coffey,SF,25,MIN,52,320,7.9,.402,.013,.293,14.3,14.4,14.3,1.3,1.0,0.8,5.6,12.1,,0.1,0.1,0.2,.037,,-4.2,-3.1,-7.3,-0.4
64,Derrick Coleman,PF,23,NJN,74,2602,17.6,.527,.035,.402,10.4,20.5,15.3,9.8,1.3,2.2,14.4,23.3,,2.4,3.4,5.8,.108,,-0.2,0.7,0.5,1.7
65,Bimbo Coles,PG,22,MIA,82,1355,10.4,.461,.087,.242,4.5,8.1,6.3,24.1,2.3,0.5,18.4,16.0,,-0.1,1.2,1.1,.038,,-2.6,-0.3,-3.0,-0.3
66,Steve Colter,PG,28,SAC,19,251,9.5,.480,.250,.179,2.2,9.7,5.9,21.3,2.2,0.3,15.4,12.4,,0.1,0.2,0.3,.051,,-3.0,-0.8,-3.9,-0.1
67,Lester Conner,PG,31,TOT,74,1008,13.3,.523,.024,.454,2.3,10.4,6.2,21.9,4.2,0.1,18.9,12.6,,0.7,1.4,2.1,.102,,-2.0,1.3,-0.7,0.3
68,Anthony Cook,PF,23,DEN,58,1121,10.7,.452,.011,.456,10.3,17.9,13.7,2.6,1.3,3.4,12.8,12.3,,0.0,0.5,0.5,.022,,-4.1,0.1,-4.0,-0.6
69,Wayne Cooper,C,34,POR,67,746,8.3,.450,.007,.290,8.1,19.6,13.9,3.6,0.4,5.0,11.9,10.1,,0.2,1.2,1.4,.092,,-4.5,2.6,-1.9,0.0
70,Tyrone Corbin,SF,28,MIN,82,3196,16.6,.499,.008,.283,6.3,15.7,10.7,17.1,2.6,1.1,12.4,22.7,,2.6,2.9,5.4,.081,,0.6,1.0,1.6,2.9
71,Dave Corzine,C,34,SEA,28,147,12.5,.493,.000,.579,8.0,19.0,13.4,3.6,1.7,2.2,4.0,14.2,,0.2,0.2,0.4,.117,,-2.4,-0.6,-3.0,0.0
72,Pat Cummings,PF,34,UTA,4,26,14.2,.721,.000,1.667,14.5,8.5,11.3,0.0,0.0,0.0,16.1,21.1,,0.1,0.0,0.1,.208,,0.3,-6.5,-6.2,0.0
73,Terry Cummings,PF,29,SAS,67,2195,16.3,.514,.032,.231,10.3,15.6,13.1,11.3,1.4,0.8,10.3,24.2,,2.3,3.2,5.6,.122,,0.7,0.2,0.9,1.6
74,Earl Cureton,PF,33,CHH,9,159,2.4,.336,.042,.125,4.2,22.3,13.0,2.4,0.0,1.2,19.2,8.4,,-0.2,0.1,-0.1,-0.041,,-7.9,-0.2,-8.1,-0.2
75,Dell Curry,SG,26,CHH,76,1515,17.0,.524,.120,.159,3.5,11.9,7.5,18.0,2.4,1.0,9.5,23.8,,1.5,1.2,2.7,.086,,1.0,-0.5,0.4,0.9
76,Quintin Dailey,SG,30,SEA,30,299,14.5,.505,.006,.400,4.3,8.5,6.4,8.4,1.2,0.2,9.4,28.3,,0.2,0.1,0.3,.054,,-2.1,-4.5,-6.6,-0.3
77,Adrian Dantley*,SF,34,MIL,10,126,12.1,.464,.060,.520,7.4,4.8,6.1,10.4,2.0,0.0,8.9,23.0,,0.1,0.1,0.1,.052,,-2.1,-2.8,-4.8,-0.1
78,Brad Daugherty,C,25,CLE,76,2946,19.9,.583,.003,.501,7.0,25.7,16.3,13.9,1.3,0.9,13.0,24.0,,5.5,3.6,9.0,.147,,1.5,0.7,2.2,3.1
79,Brad Davis,PG,35,DAL,80,1426,10.3,.507,.228,.316,1.0,8.4,4.7,22.8,1.6,0.7,15.3,15.6,,0.8,0.8,1.6,.054,,-1.9,-1.7,-3.6,-0.6
80,Terry Davis,PF,23,MIA,55,996,11.7,.516,.008,.525,11.8,18.2,14.9,5.5,0.9,1.7,11.0,13.4,,1.0,1.0,2.0,.095,,-2.1,0.2,-1.9,0.0
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
81,Walter Davis,SG,36,TOT,71,1483,15.5,.506,.042,.136,4.5,7.9,6.1,12.2,2.3,0.1,8.8,24.6,,1.3,0.6,2.0,.064,,-0.1,-2.1,-2.2,-0.1
82,Johnny Dawkins,PG,27,PHI,4,124,22.8,.687,.098,.268,0.0,14.2,7.2,37.1,1.2,0.0,14.9,19.0,,0.5,0.1,0.6,.218,,3.6,-2.5,1.1,0.1
83,Tony Dawson,SF,23,SAC,4,17,16.0,.643,.143,.000,13.0,0.0,6.7,0.0,0.0,0.0,12.5,20.6,,0.0,0.0,0.0,.060,,-0.1,-7.4,-7.5,0.0
84,Byron Dinkins,PG,23,TOT,12,149,4.6,.474,.000,.265,0.0,8.5,4.5,16.6,0.7,0.0,25.5,14.3,,-0.2,0.1,0.0,-0.010,,-6.2,-1.7,-7.9,-0.2
85,Vlade Divac,C,22,LAL,82,2310,17.7,.606,.022,.438,10.8,22.2,16.7,5.8,2.3,3.3,16.1,17.1,,3.6,4.8,8.3,.173,,0.3,3.4,3.7,3.3
86,James Donaldson,C,33,DAL,82,2800,12.3,.572,.000,.372,8.2,21.4,14.8,3.5,0.6,2.1,16.9,13.6,,1.8,2.5,4.3,.074,,-2.4,0.6,-1.8,0.1
87,Sherman Douglas,PG,24,MIA,73,2562,18.0,.546,.029,.392,3.3,5.8,4.6,39.2,2.3,0.1,17.9,24.0,,3.5,1.9,5.4,.100,,2.3,-1.7,0.6,1.7
88,Greg Dreiling,C,28,IND,73,1031,8.7,.539,.010,.541,7.6,20.3,14.2,6.4,1.1,1.7,19.2,12.1,,0.3,0.8,1.1,.050,,-3.0,0.0,-3.0,-0.3
89,Larry Drew,PG,32,LAL,48,496,10.3,.516,.264,.176,1.2,6.5,4.0,32.4,1.5,0.1,26.7,16.1,,0.0,0.5,0.5,.048,,-3.0,-2.5,-5.5,-0.4
90,Clyde Drexler*,SG,28,POR,82,2852,22.1,.563,.143,.392,8.3,12.8,10.6,25.7,2.4,1.3,12.9,25.7,,8.0,4.5,12.4,.209,,5.3,2.1,7.3,6.7
91,Kevin Duckworth,C,26,POR,81,2511,12.7,.525,.002,.287,7.9,15.4,11.7,5.1,0.6,0.8,13.2,22.8,,1.3,3.0,4.3,.082,,-2.1,-1.0,-3.2,-0.7
92,Chris Dudley,C,25,NJN,61,1560,12.6,.439,.000,.422,14.8,19.7,17.2,3.3,1.2,5.8,13.9,14.8,,-0.2,2.4,2.2,.068,,-3.7,2.4,-1.3,0.3
93,Joe Dumars*,SG,27,DET,80,3046,18.0,.552,.035,.323,2.3,4.7,3.5,24.2,1.5,0.1,11.4,24.0,,6.8,3.1,9.9,.155,,2.7,-0.9,1.8,2.9
94,T.R. Dunn,SG,35,DEN,17,217,10.7,.506,.085,.213,7.9,10.6,9.1,12.4,2.3,0.2,12.0,9.5,,0.3,0.0,0.3,.066,,-1.4,-0.1,-1.5,0.0
95,Ledell Eackles,SG,24,WSB,67,1616,12.9,.505,.077,.291,3.2,5.5,4.3,13.1,1.4,0.4,11.8,25.2,,0.3,0.9,1.2,.035,,-1.5,-2.8,-4.3,-1.0
96,Mark Eaton,C,34,UTA,80,2580,9.5,.599,.000,.384,8.9,20.8,15.2,2.6,0.8,4.5,22.5,7.6,,1.2,4.3,5.5,.103,,-2.4,4.2,1.8,2.5
97,Blue Edwards,SF,25,UTA,62,1611,10.4,.559,.052,.252,4.0,10.3,7.3,10.1,1.8,1.1,16.9,17.1,,0.2,2.0,2.2,.065,,-1.7,1.3,-0.3,0.7
98,James Edwards,C,35,DET,72,1903,12.7,.533,.003,.372,5.4,11.2,8.3,5.6,0.3,1.0,12.0,24.2,,1.5,2.0,3.5,.088,,-1.8,-1.4,-3.1,-0.6
99,Kevin Edwards,SG,25,MIA,79,2000,13.7,.468,.091,.230,4.4,7.1,5.7,18.8,3.1,1.4,13.8,24.1,,-0.6,2.2,1.6,.039,,-1.5,0.3,-1.2,0.4
100,Craig Ehlo,SG,29,CLE,82,2766,12.0,.498,.193,.181,6.0,10.3,8.1,19.5,2.2,0.7,16.1,15.7,,0.9,2.4,3.4,.058,,-0.2,1.0,0.8,2.0
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
101,Mario Elie,SF-SG,27,TOT,33,644,12.9,.598,.063,.560,7.9,10.9,9.4,9.0,1.4,0.9,13.1,14.2,,1.3,0.3,1.6,.122,,0.5,-0.5,-0.1,0.3
102,Sean Elliott,SF,22,SAS,82,3044,14.2,.564,.066,.412,5.4,10.8,8.3,11.1,1.1,0.7,11.3,17.8,,5.1,3.7,8.8,.138,,1.0,0.6,1.6,2.8
103,Dale Ellis,SG,30,TOT,51,1424,17.0,.542,.219,.231,5.4,9.1,7.3,10.6,1.7,0.4,9.3,26.0,,2.2,1.0,3.2,.109,,2.1,-2.5,-0.5,0.6
104,Pervis Ellison,C,23,WSB,76,1942,15.9,.542,.009,.336,12.6,20.4,16.5,7.7,1.2,4.8,16.7,18.8,,1.1,2.9,4.0,.100,,-1.4,2.1,0.7,1.3
105,A.J. English,SG,23,WSB,70,1443,10.6,.480,.054,.274,5.0,6.2,5.6,18.0,0.9,0.6,15.1,21.8,,-0.5,0.7,0.2,.008,,-2.5,-2.3,-4.8,-1.0
106,Alex English*,SF,37,DAL,79,1748,12.2,.480,.001,.191,7.0,9.5,8.3,9.5,1.2,0.9,11.3,22.7,,-0.2,0.8,0.6,.017,,-2.6,-1.7,-4.3,-1.0
107,Patrick Ewing*,C,28,NYK,81,3104,23.7,.561,.004,.379,7.4,25.7,16.8,14.1,1.3,5.0,13.2,31.1,,4.4,5.6,10.0,.155,,1.3,2.6,3.9,4.6
108,Jim Farmer,SG,26,TOT,27,456,12.2,.507,.103,.291,5.6,9.0,7.1,10.9,1.2,0.2,13.1,22.5,,0.2,-0.1,0.1,.010,,-1.8,-3.6,-5.4,-0.4
109,Dave Feitl,C,28,HOU,52,372,8.2,.430,.021,.314,8.4,20.2,14.3,3.0,0.4,1.9,13.6,20.4,,-0.4,0.5,0.2,.022,,-7.3,-1.7,-9.0,-0.7
110,Duane Ferrell,SF,25,ATL,78,1165,12.4,.559,.008,.438,8.8,7.9,8.4,6.8,1.4,1.4,15.5,17.8,,1.3,0.6,1.9,.079,,-0.9,-1.0,-1.9,0.0
111,Danny Ferry,PF,24,CLE,81,1661,10.9,.491,.120,.236,6.9,13.0,10.0,13.0,1.3,0.9,14.5,21.8,,-0.4,1.3,1.0,.028,,-2.2,-1.0,-3.2,-0.5
112,Vern Fleming,PG,28,IND,69,1929,17.2,.571,.027,.329,5.1,7.5,6.4,27.9,1.9,0.4,15.1,19.7,,3.8,0.6,4.4,.109,,2.2,-1.7,0.5,1.2
113,Sleepy Floyd,PG,30,HOU,82,1850,16.1,.480,.187,.262,3.0,6.1,4.6,26.4,2.5,0.5,11.8,26.4,,1.3,2.3,3.7,.096,,0.3,-1.0,-0.7,0.6
114,Greg Foster,PF,22,WSB,54,606,10.9,.496,.024,.289,9.3,17.9,13.6,8.8,1.0,2.1,15.9,19.5,,-0.1,0.7,0.6,.046,,-3.7,-0.5,-4.1,-0.3
115,Anthony Frederick,SF,26,SAC,35,475,11.2,.455,.000,.357,8.4,11.8,10.0,14.4,2.3,1.7,17.1,21.6,,-0.5,0.5,0.0,-0.001,,-4.0,0.2,-3.8,-0.2
116,Corey Gaines,SG,25,DEN,10,226,15.2,.510,.300,.371,1.5,4.6,2.9,46.6,1.9,0.5,22.0,16.3,,0.3,0.0,0.3,.061,,-0.9,-6.1,-7.0,-0.3
117,Kevin Gamble,SF,25,BOS,82,2706,16.3,.620,.008,.243,3.8,6.9,5.4,13.0,1.8,0.7,12.5,18.4,,6.0,2.3,8.3,.147,,2.4,-0.3,2.1,2.8
118,Winston Garland,PG,26,LAC,69,1702,12.1,.480,.050,.303,2.9,9.8,6.3,25.6,2.7,0.4,16.5,16.8,,0.4,2.0,2.4,.069,,-1.7,0.7,-1.0,0.4
119,Tom Garrick,SG,24,LAC,67,949,13.3,.480,.093,.335,4.5,10.0,7.2,31.3,3.1,0.1,19.6,14.4,,0.6,1.2,1.8,.089,,-1.5,0.3,-1.2,0.2
120,Kenny Gattison,PF,26,CHH,72,1552,14.4,.574,.004,.543,9.8,18.5,14.0,4.2,1.5,2.7,15.3,18.3,,1.4,1.5,3.0,.092,,-1.5,0.3,-1.2,0.3
Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
121,Tate George,PG,22,NJN,56,594,10.5,.456,.010,.207,3.2,5.1,4.1,25.0,2.0,0.5,16.6,17.1,,0.0,0.4,0.4,.032,,-3.5,-2.1,-5.7,-0.5
122,Derrick Gervin,PF,27,NJN,56,743,13.3,.478,.071,.289,5.4,10.3,7.8,6.6,1.2,1.5,9.2,26.5,,0.2,0.6,0.8,.054,,-3.0,-3.1,-6.1,-0.8
123,Kendall Gill,SG,22,CHH,82,1944,15.4,.494,.017,.218,6.0,9.6,7.8,24.5,2.6,1.2,15.1,23.6,,0.2,1.6,1.8,.044,,-0.1,0.5,0.4,1.2
124,Armen Gilliam,PF,26,TOT,75,2644,15.5,.542,.002,.329,9.4,16.2,12.8,6.2,1.3,1.2,13.2,21.6,,2.3,2.3,4.6,.083,,-0.7,-0.5,-1.2,0.5
125,Gerald Glass,SF,23,MIN,51,606,15.9,.471,.050,.224,9.7,9.8,9.8,12.1,2.4,0.9,9.9,29.4,,0.1,0.4,0.5,.036,,-0.6,-2.8,-3.4,-0.2
